record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
protac-landscape-x-0255,Integrated analysis of residence time with oral degraders: study 255,"This paper links structural model and kinetic reasoning to oral exposure and brain penetration. The framing emphasizes validation cohort, translational biomarker, and mechanism of resistance across mixed translational contexts.",2022,Ternary complex + PK and translation,crossover,"Integrated analysis of residence time with oral degraders: study 255 [SEP] This paper links structural model and kinetic reasoning to oral exposure and brain penetration. The framing emphasizes validation cohort, translational biomarker, and mechanism of resistance across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: Ligase biology x Ternary complex,-0.14440214828131498,0.36822726954714446,-0.14440214828131498,0.36822726954714446,0.0784006860615979,0.1557737681058302
protac-landscape-01-0053,Degrader design for kinase targets: study 53,"This study examines kinase targets through linker chemistry, warhead design, and structure-activity relationship. It also discusses links to structural model and cooperativity, alongside translational biomarker and portfolio review.",2024,Degrader chemistry,core,"Degrader design for kinase targets: study 53 [SEP] This study examines kinase targets through linker chemistry, warhead design, and structure-activity relationship. It also discusses links to structural model and cooperativity, alongside translational biomarker and portfolio review.",9,10,0.9981940577330382,Cluster 10,Degrader chemistry,0.004372572469593925,-0.0010772679920080248,0.004372572469593925,-0.0010772679920080248,-0.037184119689502984,-0.07752517535029424
protac-landscape-02-0145,E3 ligase selection in CRBN programs: study 145,"This study examines CRBN programs through cell context, ligase expression, and selective degradation. It also discusses links to cooperativity and binding geometry, alongside real-world evidence and clinical development.",2021,Ligase biology,core,"E3 ligase selection in CRBN programs: study 145 [SEP] This study examines CRBN programs through cell context, ligase expression, and selective degradation. It also discusses links to cooperativity and binding geometry, alongside real-world evidence and clinical development.",16,17,1.0,Cluster 17,Ligase biology,0.053335588446108535,-0.17550647562201263,0.053335588446108535,-0.17550647562201263,0.28626503373779677,-0.04058010185136789
protac-landscape-04-0264,Exposure translation for human dose projection: study 264,"This study examines human dose projection through dose projection, brain penetration, and distribution challenge. It also discusses links to ternary complex and binding geometry, alongside real-world evidence and validation cohort.",2022,PK and translation,core,"Exposure translation for human dose projection: study 264 [SEP] This study examines human dose projection through dose projection, brain penetration, and distribution challenge. It also discusses links to ternary complex and binding geometry, alongside real-world evidence and validation cohort.",13,14,1.0,Cluster 14,PK and translation,-0.25715188066250894,0.03900267560666142,-0.25715188066250894,0.03900267560666142,-0.15290114871729665,-0.049844154241493764
protac-landscape-r-0277,"Landscape review of kinase targets, VHL recruiters, and residence time","This review connects permeability challenge, tissue dependence, binding geometry, and brain penetration. It frames the field around translational biomarker, real-world evidence, validation cohort, and dose optimization.",2022,review-like mixed corpus,review,"Landscape review of kinase targets, VHL recruiters, and residence time [SEP] This review connects permeability challenge, tissue dependence, binding geometry, and brain penetration. It frames the field around translational biomarker, real-world evidence, validation cohort, and dose optimization.",3,4,0.9846330266906436,Cluster 4,Review hub: kinase targets x VHL recruiters,0.31572219227014175,0.17763396226839362,0.31572219227014175,0.17763396226839362,-0.10000858023587914,-0.0005730703090770267
protac-landscape-02-0401,E3 ligase selection in CRBN programs: study 401,"This study examines CRBN programs through recruiter choice, selective degradation, and ligase expression. It also discusses links to distribution challenge and dose projection, alongside dose optimization and molecular profiling.",2025,Ligase biology,core,"E3 ligase selection in CRBN programs: study 401 [SEP] This study examines CRBN programs through recruiter choice, selective degradation, and ligase expression. It also discusses links to distribution challenge and dose projection, alongside dose optimization and molecular profiling.",16,17,1.0,Cluster 17,Ligase biology,0.004324080838360854,-0.1535904638129579,0.004324080838360854,-0.1535904638129579,0.2787635706490001,-0.12388472975345732
protac-landscape-03-0074,Ternary complex modeling for structural dynamics: study 74,"This study examines structural dynamics through ternary complex, cooperativity, and selectivity logic. It also discusses links to permeability challenge and linker chemistry, alongside dose optimization and validation cohort.",2023,Ternary complex,core,"Ternary complex modeling for structural dynamics: study 74 [SEP] This study examines structural dynamics through ternary complex, cooperativity, and selectivity logic. It also discusses links to permeability challenge and linker chemistry, alongside dose optimization and validation cohort.",10,11,1.0,Cluster 11,Ternary complex,-0.04536552635629794,-0.1620822486775466,-0.04536552635629794,-0.1620822486775466,-0.13465653699096344,0.32697412255052055
protac-landscape-01-0473,Degrader design for kinase targets: study 473,"This study examines kinase targets through permeability challenge, structure-activity relationship, and degrader optimization. It also discusses links to cooperativity and kinetic reasoning, alongside clinical development and early-phase trial.",2024,Degrader chemistry,core,"Degrader design for kinase targets: study 473 [SEP] This study examines kinase targets through permeability challenge, structure-activity relationship, and degrader optimization. It also discusses links to cooperativity and kinetic reasoning, alongside clinical development and early-phase trial.",9,10,1.0,Cluster 10,Degrader chemistry,-0.01808975159715374,-0.01447329558418628,-0.01808975159715374,-0.01447329558418628,-0.024099595301893966,-0.0904469418462481
protac-landscape-r-0239,"Landscape review of epigenetic regulators, ligase expression profiling, and cooperativity prediction","This review connects permeability challenge, cell context, kinetic reasoning, and distribution challenge. It frames the field around molecular profiling, patient stratification, portfolio review, and real-world evidence.",2020,review-like mixed corpus,review,"Landscape review of epigenetic regulators, ligase expression profiling, and cooperativity prediction [SEP] This review connects permeability challenge, cell context, kinetic reasoning, and distribution challenge. It frames the field around molecular profiling, patient stratification, portfolio review, and real-world evidence.",6,7,0.9765378896620986,Cluster 7,Review hub: epigenetic regulators x ligase expression profiling,0.37677540807192417,0.02310540719922365,0.37677540807192417,0.02310540719922365,-0.14578193473193707,-0.07457168560542994
protac-landscape-r-0047,"Landscape review of epigenetic regulators, ligase expression profiling, and cooperativity prediction","This review connects degrader optimization, ligase expression, kinetic reasoning, and development path. It frames the field around patient stratification, dose optimization, early-phase trial, and molecular profiling.",2020,review-like mixed corpus,review,"Landscape review of epigenetic regulators, ligase expression profiling, and cooperativity prediction [SEP] This review connects degrader optimization, ligase expression, kinetic reasoning, and development path. It frames the field around patient stratification, dose optimization, early-phase trial, and molecular profiling.",6,7,0.9787974166837823,Cluster 7,Review hub: epigenetic regulators x ligase expression profiling,0.3572226316822969,-0.0009643617013037489,0.3572226316822969,-0.0009643617013037489,-0.0966831068615642,-0.08810565684163767
protac-landscape-01-0045,Degrader design for kinase targets: study 45,"This study examines kinase targets through structure-activity relationship, linker chemistry, and permeability challenge. It also discusses links to distribution challenge and oral exposure, alongside translational biomarker and validation cohort.",2022,Degrader chemistry,core,"Degrader design for kinase targets: study 45 [SEP] This study examines kinase targets through structure-activity relationship, linker chemistry, and permeability challenge. It also discusses links to distribution challenge and oral exposure, alongside translational biomarker and validation cohort.",9,10,0.9497669318624427,Cluster 10,Degrader chemistry,-0.07407668840421446,0.01702967718883154,-0.07407668840421446,0.01702967718883154,-0.043407038955050756,-0.14228845166960996
protac-landscape-01-0290,Degrader design for transcription factors: study 290,"This study examines transcription factors through linker chemistry, chemical series, and degrader optimization. It also discusses links to kinetic reasoning and selectivity logic, alongside validation cohort and molecular profiling.",2021,Degrader chemistry,core,"Degrader design for transcription factors: study 290 [SEP] This study examines transcription factors through linker chemistry, chemical series, and degrader optimization. It also discusses links to kinetic reasoning and selectivity logic, alongside validation cohort and molecular profiling.",2,3,0.9481926320900331,Cluster 3,Degrader chemistry,-0.0051759757458664695,-0.09818903266999542,-0.0051759757458664695,-0.09818903266999542,-0.10423903695888088,-0.07816752066475352
protac-landscape-02-0413,E3 ligase selection in CRBN programs: study 413,"This study examines CRBN programs through recruiter choice, cell context, and selective degradation. It also discusses links to distribution challenge and development path, alongside early-phase trial and real-world evidence.",2025,Ligase biology,core,"E3 ligase selection in CRBN programs: study 413 [SEP] This study examines CRBN programs through recruiter choice, cell context, and selective degradation. It also discusses links to distribution challenge and development path, alongside early-phase trial and real-world evidence.",16,17,0.9840329840422991,Cluster 17,Ligase biology,0.029086971891498222,-0.1283386368809571,0.029086971891498222,-0.1283386368809571,0.24494830291690262,-0.0993542128684941
protac-landscape-x-0084,Integrated analysis of human dose projection with epigenetic regulators: study 84,"This paper links PK translation and dose projection to linker chemistry and degrader optimization. The framing emphasizes real-world evidence, early-phase trial, and clinical development across mixed translational contexts.",2025,PK and translation + Degrader chemistry,crossover,"Integrated analysis of human dose projection with epigenetic regulators: study 84 [SEP] This paper links PK translation and dose projection to linker chemistry and degrader optimization. The framing emphasizes real-world evidence, early-phase trial, and clinical development across mixed translational contexts.",22,23,1.0,Cluster 23,Bridge: PK and translation x Degrader chemistry,-0.1243320848076437,0.3712595221497157,-0.1243320848076437,0.3712595221497157,0.04272356050329796,-0.07490670442163481
protac-landscape-03-0361,Ternary complex modeling for cooperativity prediction: study 361,"This study examines cooperativity prediction through kinetic reasoning, binding geometry, and selectivity logic. It also discusses links to oral exposure and dose projection, alongside patient stratification and mechanism of resistance.",2022,Ternary complex,core,"Ternary complex modeling for cooperativity prediction: study 361 [SEP] This study examines cooperativity prediction through kinetic reasoning, binding geometry, and selectivity logic. It also discusses links to oral exposure and dose projection, alongside patient stratification and mechanism of resistance.",11,12,0.9809915383383756,Cluster 12,Ternary complex,-0.08734930311889996,-0.13223359392666081,-0.08734930311889996,-0.13223359392666081,-0.13023411309213295,0.3031737242997561
protac-landscape-r-0396,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics","This review connects linker chemistry, tissue dependence, kinetic reasoning, and development path. It frames the field around translational biomarker, dose optimization, clinical development, and portfolio review.",2021,review-like mixed corpus,review,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics [SEP] This review connects linker chemistry, tissue dependence, kinetic reasoning, and development path. It frames the field around translational biomarker, dose optimization, clinical development, and portfolio review.",1,2,0.9758108369419786,Cluster 2,Review hub: nuclear receptors x CRBN programs,0.3462169420006091,0.06591292143659976,0.3462169420006091,0.06591292143659976,-0.19088903888618639,-0.05110369026112232
protac-landscape-r-0104,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics","This review connects degrader optimization, ligase biology, cooperativity, and brain penetration. It frames the field around real-world evidence, mechanism of resistance, validation cohort, and portfolio review.",2023,review-like mixed corpus,review,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics [SEP] This review connects degrader optimization, ligase biology, cooperativity, and brain penetration. It frames the field around real-world evidence, mechanism of resistance, validation cohort, and portfolio review.",1,2,1.0,Cluster 2,Review hub: nuclear receptors x CRBN programs,0.38103109333921503,0.04458906731584696,0.38103109333921503,0.04458906731584696,-0.20392477963732497,-0.08102621931155261
protac-landscape-03-0227,Ternary complex modeling for residence time: study 227,"This study examines residence time through selectivity logic, cooperativity, and structural model. It also discusses links to structure-activity relationship and warhead design, alongside patient stratification and portfolio review.",2020,Ternary complex,core,"Ternary complex modeling for residence time: study 227 [SEP] This study examines residence time through selectivity logic, cooperativity, and structural model. It also discusses links to structure-activity relationship and warhead design, alongside patient stratification and portfolio review.",17,18,0.9331741065124587,Cluster 18,Ternary complex,-0.018019384769817275,-0.03980726867367447,-0.018019384769817275,-0.03980726867367447,-0.056836886095354595,0.30612349533354183
protac-landscape-01-0297,Degrader design for kinase targets: study 297,"This study examines kinase targets through permeability challenge, degrader optimization, and structure-activity relationship. It also discusses links to distribution challenge and oral exposure, alongside validation cohort and early-phase trial.",2022,Degrader chemistry,core,"Degrader design for kinase targets: study 297 [SEP] This study examines kinase targets through permeability challenge, degrader optimization, and structure-activity relationship. It also discusses links to distribution challenge and oral exposure, alongside validation cohort and early-phase trial.",9,10,0.9630878484842259,Cluster 10,Degrader chemistry,-0.05838622966646806,0.007808777280163382,-0.05838622966646806,0.007808777280163382,-0.049528842960479866,-0.15813961050867284
protac-landscape-03-0242,Ternary complex modeling for structural dynamics: study 242,"This study examines structural dynamics through binding geometry, selectivity logic, and structural model. It also discusses links to structure-activity relationship and chemical series, alongside translational biomarker and mechanism of resistance.",2023,Ternary complex,core,"Ternary complex modeling for structural dynamics: study 242 [SEP] This study examines structural dynamics through binding geometry, selectivity logic, and structural model. It also discusses links to structure-activity relationship and chemical series, alongside translational biomarker and mechanism of resistance.",10,11,0.9644503708519826,Cluster 11,Ternary complex,-0.023107772184063638,-0.13219054606479327,-0.023107772184063638,-0.13219054606479327,-0.10810603065880114,0.3002550495685185
protac-landscape-03-0006,Ternary complex modeling for structural dynamics: study 6,"This study examines structural dynamics through ternary complex, cooperativity, and structural model. It also discusses links to ligase biology and selective degradation, alongside translational biomarker and portfolio review.",2021,Ternary complex,core,"Ternary complex modeling for structural dynamics: study 6 [SEP] This study examines structural dynamics through ternary complex, cooperativity, and structural model. It also discusses links to ligase biology and selective degradation, alongside translational biomarker and portfolio review.",10,11,0.9821160441755364,Cluster 11,Ternary complex,0.009281784548684831,-0.197098166193609,0.009281784548684831,-0.197098166193609,-0.06705580376842979,0.3889918532252797
protac-landscape-04-0166,Exposure translation for brain-penetrant degraders: study 166,"This study examines brain-penetrant degraders through distribution challenge, oral exposure, and brain penetration. It also discusses links to warhead design and linker chemistry, alongside validation cohort and patient stratification.",2020,PK and translation,core,"Exposure translation for brain-penetrant degraders: study 166 [SEP] This study examines brain-penetrant degraders through distribution challenge, oral exposure, and brain penetration. It also discusses links to warhead design and linker chemistry, alongside validation cohort and patient stratification.",7,8,0.9708598901430197,Cluster 8,PK and translation,-0.3214305816147867,-0.018859898321090793,-0.3214305816147867,-0.018859898321090793,-0.17947535049994584,-0.15495110908905083
protac-landscape-02-0247,E3 ligase selection in DCAF strategies: study 247,"This study examines DCAF strategies through tissue dependence, ligase expression, and recruiter choice. It also discusses links to kinetic reasoning and binding geometry, alongside early-phase trial and clinical development.",2021,Ligase biology,core,"E3 ligase selection in DCAF strategies: study 247 [SEP] This study examines DCAF strategies through tissue dependence, ligase expression, and recruiter choice. It also discusses links to kinetic reasoning and binding geometry, alongside early-phase trial and clinical development.",8,9,1.0,Cluster 9,Ligase biology,0.057338432080504036,-0.24195419047912195,0.057338432080504036,-0.24195419047912195,0.25293212939130133,-0.053351385181631225
protac-landscape-r-0352,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics","This review connects linker chemistry, recruiter choice, structural model, and development path. It frames the field around patient stratification, dose optimization, early-phase trial, and validation cohort.",2025,review-like mixed corpus,review,"Landscape review of nuclear receptors, CRBN programs, and structural dynamics [SEP] This review connects linker chemistry, recruiter choice, structural model, and development path. It frames the field around patient stratification, dose optimization, early-phase trial, and validation cohort.",1,2,0.9819918666980529,Cluster 2,Review hub: nuclear receptors x CRBN programs,0.34510802029417537,0.0484268255691957,0.34510802029417537,0.0484268255691957,-0.1973944029438137,-0.05049107616578576
protac-landscape-01-0292,Degrader design for nuclear receptors: study 292,"This study examines nuclear receptors through linker chemistry, permeability challenge, and degrader optimization. It also discusses links to ligase expression and tissue dependence, alongside translational biomarker and clinical development.",2023,Degrader chemistry,core,"Degrader design for nuclear receptors: study 292 [SEP] This study examines nuclear receptors through linker chemistry, permeability challenge, and degrader optimization. It also discusses links to ligase expression and tissue dependence, alongside translational biomarker and clinical development.",4,5,0.9974658613932724,Cluster 5,Degrader chemistry,0.0028343063101362418,-0.09769720851453789,0.0028343063101362418,-0.09769720851453789,-0.012234045261962926,-0.14594012171676504
protac-landscape-02-0282,E3 ligase selection in VHL recruiters: study 282,"This study examines VHL recruiters through ligase expression, tissue dependence, and cell context. It also discusses links to linker chemistry and degrader optimization, alongside patient stratification and clinical development.",2020,Ligase biology,core,"E3 ligase selection in VHL recruiters: study 282 [SEP] This study examines VHL recruiters through ligase expression, tissue dependence, and cell context. It also discusses links to linker chemistry and degrader optimization, alongside patient stratification and clinical development.",14,15,1.0,Cluster 15,Ligase biology,0.041805079943945826,-0.15950521212766683,0.041805079943945826,-0.15950521212766683,0.3086335523071385,-0.06941999391683387
protac-landscape-x-0145,Integrated analysis of kinase targets with CRBN programs: study 145,"This paper links structure-activity relationship and chemical series to recruiter choice and tissue dependence. The framing emphasizes patient stratification, mechanism of resistance, and portfolio review across mixed translational contexts.",2020,Degrader chemistry + Ligase biology,crossover,"Integrated analysis of kinase targets with CRBN programs: study 145 [SEP] This paper links structure-activity relationship and chemical series to recruiter choice and tissue dependence. The framing emphasizes patient stratification, mechanism of resistance, and portfolio review across mixed translational contexts.",20,21,0.991989377605207,Cluster 21,Bridge: Degrader chemistry x Ligase biology,0.046829464844728344,0.30054608924947274,0.046829464844728344,0.30054608924947274,0.2186918180156994,-0.027597222240448468
protac-landscape-01-0323,Degrader design for epigenetic regulators: study 323,"This study examines epigenetic regulators through permeability challenge, warhead design, and chemical series. It also discusses links to kinetic reasoning and cooperativity, alongside validation cohort and mechanism of resistance.",2024,Degrader chemistry,core,"Degrader design for epigenetic regulators: study 323 [SEP] This study examines epigenetic regulators through permeability challenge, warhead design, and chemical series. It also discusses links to kinetic reasoning and cooperativity, alongside validation cohort and mechanism of resistance.",18,19,0.9874172169321943,Cluster 19,Degrader chemistry,-0.04456252230486654,-0.01580755715237212,-0.04456252230486654,-0.01580755715237212,-0.07368705252381398,-0.1015174650625305
protac-landscape-01-0299,Degrader design for epigenetic regulators: study 299,"This study examines epigenetic regulators through structure-activity relationship, chemical series, and warhead design. It also discusses links to structural model and kinetic reasoning, alongside validation cohort and clinical development.",2024,Degrader chemistry,core,"Degrader design for epigenetic regulators: study 299 [SEP] This study examines epigenetic regulators through structure-activity relationship, chemical series, and warhead design. It also discusses links to structural model and kinetic reasoning, alongside validation cohort and clinical development.",18,19,1.0,Cluster 19,Degrader chemistry,-0.047395707763054774,-0.017127364166424172,-0.047395707763054774,-0.017127364166424172,-0.07257813014690172,-0.08832651494413166
protac-landscape-03-0299,Ternary complex modeling for residence time: study 299,"This study examines residence time through kinetic reasoning, cooperativity, and structural model. It also discusses links to structure-activity relationship and degrader optimization, alongside translational biomarker and validation cohort.",2020,Ternary complex,core,"Ternary complex modeling for residence time: study 299 [SEP] This study examines residence time through kinetic reasoning, cooperativity, and structural model. It also discusses links to structure-activity relationship and degrader optimization, alongside translational biomarker and validation cohort.",17,18,0.9579996771950057,Cluster 18,Ternary complex,-0.04692384933361591,-0.027545704600046836,-0.04692384933361591,-0.027545704600046836,-0.02642379382052924,0.3200385807546369
protac-landscape-01-0195,Degrader design for epigenetic regulators: study 195,"This study examines epigenetic regulators through warhead design, chemical series, and degrader optimization. It also discusses links to dose projection and development path, alongside clinical development and patient stratification.",2022,Degrader chemistry,core,"Degrader design for epigenetic regulators: study 195 [SEP] This study examines epigenetic regulators through warhead design, chemical series, and degrader optimization. It also discusses links to dose projection and development path, alongside clinical development and patient stratification.",18,19,1.0,Cluster 19,Degrader chemistry,-0.08616774419963902,0.010581905586468298,-0.08616774419963902,0.010581905586468298,-0.08203922204569926,-0.16784861617958657
protac-landscape-01-0064,Degrader design for nuclear receptors: study 64,"This study examines nuclear receptors through structure-activity relationship, chemical series, and linker chemistry. It also discusses links to recruiter choice and ligase expression, alongside clinical development and early-phase trial.",2023,Degrader chemistry,core,"Degrader design for nuclear receptors: study 64 [SEP] This study examines nuclear receptors through structure-activity relationship, chemical series, and linker chemistry. It also discusses links to recruiter choice and ligase expression, alongside clinical development and early-phase trial.",4,5,0.9697909075600507,Cluster 5,Degrader chemistry,0.013267506644394396,-0.11040776986463463,0.013267506644394396,-0.11040776986463463,-0.0207318649464691,-0.1600231543109078
protac-landscape-01-0394,Degrader design for transcription factors: study 394,"This study examines transcription factors through permeability challenge, linker chemistry, and degrader optimization. It also discusses links to ligase expression and ligase biology, alongside dose optimization and clinical development.",2023,Degrader chemistry,core,"Degrader design for transcription factors: study 394 [SEP] This study examines transcription factors through permeability challenge, linker chemistry, and degrader optimization. It also discusses links to ligase expression and ligase biology, alongside dose optimization and clinical development.",2,3,0.9641981734684381,Cluster 3,Degrader chemistry,-0.0011065456094043681,-0.1324180974542622,-0.0011065456094043681,-0.1324180974542622,-0.01211825826617828,-0.16465339179235092
protac-landscape-02-0228,E3 ligase selection in ligase expression profiling: study 228,"This study examines ligase expression profiling through cell context, ligase biology, and recruiter choice. It also discusses links to degrader optimization and permeability challenge, alongside dose optimization and portfolio review.",2020,Ligase biology,core,"E3 ligase selection in ligase expression profiling: study 228 [SEP] This study examines ligase expression profiling through cell context, ligase biology, and recruiter choice. It also discusses links to degrader optimization and permeability challenge, alongside dose optimization and portfolio review.",15,16,0.9956688196738628,Cluster 16,Ligase biology,0.07548894790555391,-0.2506420498811501,0.07548894790555391,-0.2506420498811501,0.31425136053388375,-0.1490354580612824
protac-landscape-04-0084,Exposure translation for human dose projection: study 84,"This study examines human dose projection through distribution challenge, brain penetration, and dose projection. It also discusses links to binding geometry and structural model, alongside validation cohort and portfolio review.",2022,PK and translation,core,"Exposure translation for human dose projection: study 84 [SEP] This study examines human dose projection through distribution challenge, brain penetration, and dose projection. It also discusses links to binding geometry and structural model, alongside validation cohort and portfolio review.",13,14,0.9803251104632772,Cluster 14,PK and translation,-0.237022644945408,0.058557106862385154,-0.237022644945408,0.058557106862385154,-0.1533820577052,-0.09017822985687482
protac-landscape-04-0048,Exposure translation for human dose projection: study 48,"This study examines human dose projection through oral exposure, dose projection, and development path. It also discusses links to selectivity logic and kinetic reasoning, alongside mechanism of resistance and portfolio review.",2022,PK and translation,core,"Exposure translation for human dose projection: study 48 [SEP] This study examines human dose projection through oral exposure, dose projection, and development path. It also discusses links to selectivity logic and kinetic reasoning, alongside mechanism of resistance and portfolio review.",13,14,0.974923644816094,Cluster 14,PK and translation,-0.24886664888501966,0.06155503463678903,-0.24886664888501966,0.06155503463678903,-0.15518080700173728,-0.08815809169359676
