record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
breast-cancer-x-0255,Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 255,"This paper links stromal exclusion and TNBC immune context to molecular relapse and ctDNA monitoring. The framing emphasizes dose optimization, molecular profiling, and early-phase trial across mixed translational contexts.",2022,TNBC immunotherapy + Monitoring and MRD,crossover,"Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 255 [SEP] This paper links stromal exclusion and TNBC immune context to molecular relapse and ctDNA monitoring. The framing emphasizes dose optimization, molecular profiling, and early-phase trial across mixed translational contexts.",17,18,1.0,Cluster 18,Bridge: Endocrine resistance x TNBC immunotherapy,0.11148649380559383,-0.29247978454012874,0.11148649380559383,-0.29247978454012874,0.2734830720925846,-0.08514794853728633
breast-cancer-01-0053,HER2-focused development in HER2-low disease: study 53,"This study examines HER2-low disease through antibody development, amplification signal, and resistance adaptation. It also discusses links to PD-L1 selection and combination immunotherapy, alongside mechanism of resistance and portfolio review.",2024,HER2 biology,core,"HER2-focused development in HER2-low disease: study 53 [SEP] This study examines HER2-low disease through antibody development, amplification signal, and resistance adaptation. It also discusses links to PD-L1 selection and combination immunotherapy, alongside mechanism of resistance and portfolio review.",9,10,1.0,Cluster 10,HER2 biology,-0.07673045478574546,0.3115191969930171,-0.07673045478574546,0.3115191969930171,0.063185527317159,-0.11080740187579527
breast-cancer-02-0145,Endocrine resistance strategy for ESR1 mutations: study 145,"This study examines ESR1 mutations through hormone signaling, CDK4/6 adaptation, and ESR1 mutation. It also discusses links to checkpoint biomarker and stromal exclusion, alongside mechanism of resistance and real-world evidence.",2021,Endocrine resistance,core,"Endocrine resistance strategy for ESR1 mutations: study 145 [SEP] This study examines ESR1 mutations through hormone signaling, CDK4/6 adaptation, and ESR1 mutation. It also discusses links to checkpoint biomarker and stromal exclusion, alongside mechanism of resistance and real-world evidence.",12,13,1.0,Cluster 13,Endocrine resistance,-0.08248190175474392,0.03843156782765801,-0.08248190175474392,0.03843156782765801,0.07595503236090201,0.30340270907706945
breast-cancer-04-0264,Residual disease monitoring in longitudinal liquid biopsy: study 264,"This study examines longitudinal liquid biopsy through minimal residual disease, longitudinal surveillance, and liquid biopsy. It also discusses links to checkpoint biomarker and combination immunotherapy, alongside dose optimization and mechanism of resistance.",2022,Monitoring and MRD,core,"Residual disease monitoring in longitudinal liquid biopsy: study 264 [SEP] This study examines longitudinal liquid biopsy through minimal residual disease, longitudinal surveillance, and liquid biopsy. It also discusses links to checkpoint biomarker and combination immunotherapy, alongside dose optimization and mechanism of resistance.",18,19,1.0,Cluster 19,Monitoring and MRD,0.4137925936245274,-0.03794081559657915,0.4137925936245274,-0.03794081559657915,-0.1309718070340398,-0.1035704217710136
breast-cancer-r-0277,"Landscape review of HER2-low disease, CDK4/6 adaptation, and microenvironment phenotypes","This review connects amplification signal, endocrine resistance, TNBC immune context, and liquid biopsy. It frames the field around clinical development, early-phase trial, dose optimization, and patient stratification.",2022,review-like mixed corpus,review,"Landscape review of HER2-low disease, CDK4/6 adaptation, and microenvironment phenotypes [SEP] This review connects amplification signal, endocrine resistance, TNBC immune context, and liquid biopsy. It frames the field around clinical development, early-phase trial, dose optimization, and patient stratification.",3,4,1.0,Cluster 4,Review hub: HER2 antibody combinations x ESR1 mutations,-0.2561796831683778,-0.12528448361626737,-0.2561796831683778,-0.12528448361626737,-0.05863297998531818,-0.20766433391604874
breast-cancer-02-0401,Endocrine resistance strategy for ESR1 mutations: study 401,"This study examines ESR1 mutations through ER pathway, hormone signaling, and ESR1 mutation. It also discusses links to longitudinal surveillance and ctDNA monitoring, alongside molecular profiling and dose optimization.",2025,Endocrine resistance,core,"Endocrine resistance strategy for ESR1 mutations: study 401 [SEP] This study examines ESR1 mutations through ER pathway, hormone signaling, and ESR1 mutation. It also discusses links to longitudinal surveillance and ctDNA monitoring, alongside molecular profiling and dose optimization.",12,13,0.9941726545546333,Cluster 13,Endocrine resistance,0.014056230301014893,0.04191317253879541,0.014056230301014893,0.04191317253879541,0.055881893493531475,0.2705751400117358
breast-cancer-03-0074,Immunotherapy programs in PD-L1 stratification: study 74,"This study examines PD-L1 stratification through stromal exclusion, checkpoint biomarker, and microenvironment state. It also discusses links to brain metastasis and antibody development, alongside mechanism of resistance and molecular profiling.",2023,TNBC immunotherapy,core,"Immunotherapy programs in PD-L1 stratification: study 74 [SEP] This study examines PD-L1 stratification through stromal exclusion, checkpoint biomarker, and microenvironment state. It also discusses links to brain metastasis and antibody development, alongside mechanism of resistance and molecular profiling.",6,7,0.958844065587491,Cluster 7,TNBC immunotherapy,-0.05135460054335144,-0.03802797859354009,-0.05135460054335144,-0.03802797859354009,-0.08639567508050229,0.08551556287982838
breast-cancer-01-0473,HER2-focused development in HER2-low disease: study 473,"This study examines HER2-low disease through brain metastasis, HER2 biology, and antibody development. It also discusses links to microenvironment state and checkpoint biomarker, alongside translational biomarker and patient stratification.",2024,HER2 biology,core,"HER2-focused development in HER2-low disease: study 473 [SEP] This study examines HER2-low disease through brain metastasis, HER2 biology, and antibody development. It also discusses links to microenvironment state and checkpoint biomarker, alongside translational biomarker and patient stratification.",9,10,1.0,Cluster 10,HER2 biology,-0.059520200300858625,0.33055003057037574,-0.059520200300858625,0.33055003057037574,0.11184787915556017,-0.14866442359568163
breast-cancer-r-0239,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease","This review connects antibody development, hormone signaling, TNBC immune context, and response tracking. It frames the field around molecular profiling, portfolio review, real-world evidence, and validation cohort.",2020,review-like mixed corpus,review,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease [SEP] This review connects antibody development, hormone signaling, TNBC immune context, and response tracking. It frames the field around molecular profiling, portfolio review, real-world evidence, and validation cohort.",0,1,0.9487127155294652,Cluster 1,Review hub: brain metastases x selective estrogen degraders,-0.26401012371503113,-0.13572202933322575,-0.26401012371503113,-0.13572202933322575,-0.24496551951783185,-0.14439569186371065
breast-cancer-r-0047,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease","This review connects brain metastasis, CDK4/6 adaptation, TNBC immune context, and molecular relapse. It frames the field around dose optimization, validation cohort, clinical development, and translational biomarker.",2020,review-like mixed corpus,review,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease [SEP] This review connects brain metastasis, CDK4/6 adaptation, TNBC immune context, and molecular relapse. It frames the field around dose optimization, validation cohort, clinical development, and translational biomarker.",0,1,0.9877013228959353,Cluster 1,Review hub: brain metastases x selective estrogen degraders,-0.27072948659567575,-0.1439932859267449,-0.27072948659567575,-0.1439932859267449,-0.20840976436342667,-0.13448021079246641
breast-cancer-01-0045,HER2-focused development in HER2-low disease: study 45,"This study examines HER2-low disease through brain metastasis, HER2 biology, and combination treatment. It also discusses links to longitudinal surveillance and molecular relapse, alongside portfolio review and validation cohort.",2022,HER2 biology,core,"HER2-focused development in HER2-low disease: study 45 [SEP] This study examines HER2-low disease through brain metastasis, HER2 biology, and combination treatment. It also discusses links to longitudinal surveillance and molecular relapse, alongside portfolio review and validation cohort.",9,10,1.0,Cluster 10,HER2 biology,-0.015081717417709641,0.33346038495297703,-0.015081717417709641,0.33346038495297703,0.08073091540845416,-0.18919593764161147
breast-cancer-01-0290,HER2-focused development in HER2 resistance: study 290,"This study examines HER2 resistance through combination treatment, HER2 biology, and amplification signal. It also discusses links to microenvironment state and combination immunotherapy, alongside patient stratification and clinical development.",2021,HER2 biology,core,"HER2-focused development in HER2 resistance: study 290 [SEP] This study examines HER2 resistance through combination treatment, HER2 biology, and amplification signal. It also discusses links to microenvironment state and combination immunotherapy, alongside patient stratification and clinical development.",9,10,1.0,Cluster 10,HER2 biology,-0.07935958417933421,0.3291204117188322,-0.07935958417933421,0.3291204117188322,0.06063518903251114,-0.0677766541317901
breast-cancer-02-0413,Endocrine resistance strategy for ESR1 mutations: study 413,"This study examines ESR1 mutations through endocrine resistance, ESR1 mutation, and targeted escape. It also discusses links to response tracking and longitudinal surveillance, alongside mechanism of resistance and dose optimization.",2025,Endocrine resistance,core,"Endocrine resistance strategy for ESR1 mutations: study 413 [SEP] This study examines ESR1 mutations through endocrine resistance, ESR1 mutation, and targeted escape. It also discusses links to response tracking and longitudinal surveillance, alongside mechanism of resistance and dose optimization.",12,13,0.9922162802701091,Cluster 13,Endocrine resistance,-0.004766766112626433,0.06547363221276285,-0.004766766112626433,0.06547363221276285,0.06737918931797304,0.2938516576154049
breast-cancer-x-0084,Integrated analysis of longitudinal liquid biopsy with brain metastases: study 84,"This paper links ctDNA monitoring and longitudinal surveillance to antibody development and amplification signal. The framing emphasizes molecular profiling, portfolio review, and validation cohort across mixed translational contexts.",2025,Monitoring and MRD + HER2 biology,crossover,"Integrated analysis of longitudinal liquid biopsy with brain metastases: study 84 [SEP] This paper links ctDNA monitoring and longitudinal surveillance to antibody development and amplification signal. The framing emphasizes molecular profiling, portfolio review, and validation cohort across mixed translational contexts.",16,17,0.9649285237488631,Cluster 17,Bridge: Monitoring and MRD x HER2 biology,0.14063503345977615,-0.12743300260446982,0.14063503345977615,-0.12743300260446982,0.30145068970366096,-0.19973241125657273
breast-cancer-03-0361,Immunotherapy programs in triple-negative disease: study 361,"This study examines triple-negative disease through PD-L1 selection, checkpoint biomarker, and stromal exclusion. It also discusses links to longitudinal surveillance and minimal residual disease, alongside portfolio review and validation cohort.",2022,TNBC immunotherapy,core,"Immunotherapy programs in triple-negative disease: study 361 [SEP] This study examines triple-negative disease through PD-L1 selection, checkpoint biomarker, and stromal exclusion. It also discusses links to longitudinal surveillance and minimal residual disease, alongside portfolio review and validation cohort.",1,2,0.9813088016401864,Cluster 2,TNBC immunotherapy,0.0999214346074881,-0.11158958353414651,0.0999214346074881,-0.11158958353414651,-0.2511589908937618,0.02767393513828977
breast-cancer-r-0396,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification","This review connects combination treatment, ER pathway, stromal exclusion, and response tracking. It frames the field around patient stratification, mechanism of resistance, validation cohort, and real-world evidence.",2021,review-like mixed corpus,review,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification [SEP] This review connects combination treatment, ER pathway, stromal exclusion, and response tracking. It frames the field around patient stratification, mechanism of resistance, validation cohort, and real-world evidence.",3,4,1.0,Cluster 4,Review hub: HER2 antibody combinations x ESR1 mutations,-0.31789628709868845,-0.055613401179909205,-0.31789628709868845,-0.055613401179909205,-0.15072269991261242,-0.19255828646002834
breast-cancer-r-0104,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification","This review connects HER2 biology, CDK4/6 adaptation, TNBC immune context, and ctDNA monitoring. It frames the field around validation cohort, patient stratification, portfolio review, and molecular profiling.",2023,review-like mixed corpus,review,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification [SEP] This review connects HER2 biology, CDK4/6 adaptation, TNBC immune context, and ctDNA monitoring. It frames the field around validation cohort, patient stratification, portfolio review, and molecular profiling.",3,4,1.0,Cluster 4,Review hub: HER2 antibody combinations x ESR1 mutations,-0.3199365229889252,-0.07269225566212704,-0.3199365229889252,-0.07269225566212704,-0.14881128535665297,-0.23615997479360218
breast-cancer-03-0227,Immunotherapy programs in microenvironment phenotypes: study 227,"This study examines microenvironment phenotypes through microenvironment state, stromal exclusion, and combination immunotherapy. It also discusses links to amplification signal and combination treatment, alongside dose optimization and clinical development.",2020,TNBC immunotherapy,core,"Immunotherapy programs in microenvironment phenotypes: study 227 [SEP] This study examines microenvironment phenotypes through microenvironment state, stromal exclusion, and combination immunotherapy. It also discusses links to amplification signal and combination treatment, alongside dose optimization and clinical development.",10,11,0.987911105969324,Cluster 11,TNBC immunotherapy,-0.014456248244414747,-0.08739021872887713,-0.014456248244414747,-0.08739021872887713,0.01784920259935826,0.08590154758879323
breast-cancer-01-0297,HER2-focused development in HER2-low disease: study 297,"This study examines HER2-low disease through resistance adaptation, HER2 biology, and brain metastasis. It also discusses links to response tracking and minimal residual disease, alongside real-world evidence and portfolio review.",2022,HER2 biology,core,"HER2-focused development in HER2-low disease: study 297 [SEP] This study examines HER2-low disease through resistance adaptation, HER2 biology, and brain metastasis. It also discusses links to response tracking and minimal residual disease, alongside real-world evidence and portfolio review.",9,10,1.0,Cluster 10,HER2 biology,0.040825813983297266,0.3420936048151062,0.040825813983297266,0.3420936048151062,0.03980704972783266,-0.19116899709191637
breast-cancer-03-0242,Immunotherapy programs in PD-L1 stratification: study 242,"This study examines PD-L1 stratification through microenvironment state, TNBC immune context, and combination immunotherapy. It also discusses links to combination treatment and amplification signal, alongside translational biomarker and molecular profiling.",2023,TNBC immunotherapy,core,"Immunotherapy programs in PD-L1 stratification: study 242 [SEP] This study examines PD-L1 stratification through microenvironment state, TNBC immune context, and combination immunotherapy. It also discusses links to combination treatment and amplification signal, alongside translational biomarker and molecular profiling.",6,7,0.9805051890476398,Cluster 7,TNBC immunotherapy,-0.040395018083341644,-0.08704428306037765,-0.040395018083341644,-0.08704428306037765,-0.08538426147800894,0.09951604753883363
breast-cancer-03-0006,Immunotherapy programs in PD-L1 stratification: study 6,"This study examines PD-L1 stratification through PD-L1 selection, combination immunotherapy, and microenvironment state. It also discusses links to hormone signaling and CDK4/6 adaptation, alongside portfolio review and dose optimization.",2021,TNBC immunotherapy,core,"Immunotherapy programs in PD-L1 stratification: study 6 [SEP] This study examines PD-L1 stratification through PD-L1 selection, combination immunotherapy, and microenvironment state. It also discusses links to hormone signaling and CDK4/6 adaptation, alongside portfolio review and dose optimization.",6,7,0.9621696816449916,Cluster 7,TNBC immunotherapy,-0.08405797279140742,-0.12372181162615976,-0.08405797279140742,-0.12372181162615976,-0.12439530522381344,0.16077187415178495
breast-cancer-04-0166,Residual disease monitoring in minimal residual disease: study 166,"This study examines minimal residual disease through liquid biopsy, molecular relapse, and longitudinal surveillance. It also discusses links to brain metastasis and HER2 biology, alongside portfolio review and dose optimization.",2020,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 166 [SEP] This study examines minimal residual disease through liquid biopsy, molecular relapse, and longitudinal surveillance. It also discusses links to brain metastasis and HER2 biology, alongside portfolio review and dose optimization.",18,19,0.9889140635109555,Cluster 19,Monitoring and MRD,0.37612526187968437,0.06337172075793043,0.37612526187968437,0.06337172075793043,-0.1709475006289365,-0.14742365458101017
breast-cancer-02-0247,Endocrine resistance strategy for PI3K pathway: study 247,"This study examines PI3K pathway through endocrine resistance, ESR1 mutation, and targeted escape. It also discusses links to checkpoint biomarker and PD-L1 selection, alongside real-world evidence and mechanism of resistance.",2021,Endocrine resistance,core,"Endocrine resistance strategy for PI3K pathway: study 247 [SEP] This study examines PI3K pathway through endocrine resistance, ESR1 mutation, and targeted escape. It also discusses links to checkpoint biomarker and PD-L1 selection, alongside real-world evidence and mechanism of resistance.",7,8,0.993214262656619,Cluster 8,Endocrine resistance,-0.08655586321139284,0.040674998184706504,-0.08655586321139284,0.040674998184706504,-0.01806511970188932,0.36248645512238564
breast-cancer-r-0352,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification","This review connects combination treatment, CDK4/6 adaptation, microenvironment state, and minimal residual disease. It frames the field around molecular profiling, mechanism of resistance, translational biomarker, and dose optimization.",2025,review-like mixed corpus,review,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification [SEP] This review connects combination treatment, CDK4/6 adaptation, microenvironment state, and minimal residual disease. It frames the field around molecular profiling, mechanism of resistance, translational biomarker, and dose optimization.",3,4,1.0,Cluster 4,Review hub: HER2 antibody combinations x ESR1 mutations,-0.2659909114457174,-0.08608263173256803,-0.2659909114457174,-0.08608263173256803,-0.16942200893398104,-0.23843675030359615
breast-cancer-01-0292,HER2-focused development in HER2 antibody combinations: study 292,"This study examines HER2 antibody combinations through brain metastasis, combination treatment, and amplification signal. It also discusses links to endocrine resistance and hormone signaling, alongside validation cohort and mechanism of resistance.",2023,HER2 biology,core,"HER2-focused development in HER2 antibody combinations: study 292 [SEP] This study examines HER2 antibody combinations through brain metastasis, combination treatment, and amplification signal. It also discusses links to endocrine resistance and hormone signaling, alongside validation cohort and mechanism of resistance.",8,9,0.9900795397465393,Cluster 9,HER2 biology,-0.10712297073501956,0.4264613370285864,-0.10712297073501956,0.4264613370285864,0.0788658244824694,-0.08161172076564178
breast-cancer-02-0282,Endocrine resistance strategy for CDK4/6 adaptation: study 282,"This study examines CDK4/6 adaptation through targeted escape, hormone signaling, and ER pathway. It also discusses links to combination treatment and brain metastasis, alongside portfolio review and clinical development.",2020,Endocrine resistance,core,"Endocrine resistance strategy for CDK4/6 adaptation: study 282 [SEP] This study examines CDK4/6 adaptation through targeted escape, hormone signaling, and ER pathway. It also discusses links to combination treatment and brain metastasis, alongside portfolio review and clinical development.",11,12,0.9769630594024301,Cluster 12,Endocrine resistance,-0.08869793389128662,0.09830554536802255,-0.08869793389128662,0.09830554536802255,0.0549485106096177,0.28070005924578895
breast-cancer-x-0145,Integrated analysis of HER2-low disease with ESR1 mutations: study 145,"This paper links resistance adaptation and brain metastasis to ESR1 mutation and ER pathway. The framing emphasizes clinical development, mechanism of resistance, and portfolio review across mixed translational contexts.",2020,HER2 biology + Endocrine resistance,crossover,"Integrated analysis of HER2-low disease with ESR1 mutations: study 145 [SEP] This paper links resistance adaptation and brain metastasis to ESR1 mutation and ER pathway. The framing emphasizes clinical development, mechanism of resistance, and portfolio review across mixed translational contexts.",14,15,1.0,Cluster 15,Bridge: HER2 biology x Endocrine resistance,-0.07401071796258825,-0.0568241571789885,-0.07401071796258825,-0.0568241571789885,0.38640734049900977,-0.040297410084149096
breast-cancer-01-0323,HER2-focused development in brain metastases: study 323,"This study examines brain metastases through brain metastasis, HER2 biology, and amplification signal. It also discusses links to microenvironment state and combination immunotherapy, alongside translational biomarker and portfolio review.",2024,HER2 biology,core,"HER2-focused development in brain metastases: study 323 [SEP] This study examines brain metastases through brain metastasis, HER2 biology, and amplification signal. It also discusses links to microenvironment state and combination immunotherapy, alongside translational biomarker and portfolio review.",13,14,0.9989309990185007,Cluster 14,HER2 biology,-0.047904483224243184,0.24026280740701922,-0.047904483224243184,0.24026280740701922,0.09079031515714858,-0.10065221909761207
breast-cancer-01-0299,HER2-focused development in brain metastases: study 299,"This study examines brain metastases through amplification signal, antibody development, and brain metastasis. It also discusses links to stromal exclusion and combination immunotherapy, alongside patient stratification and molecular profiling.",2024,HER2 biology,core,"HER2-focused development in brain metastases: study 299 [SEP] This study examines brain metastases through amplification signal, antibody development, and brain metastasis. It also discusses links to stromal exclusion and combination immunotherapy, alongside patient stratification and molecular profiling.",13,14,0.9719685694419541,Cluster 14,HER2 biology,-0.023691559202507245,0.250748787273928,-0.023691559202507245,0.250748787273928,0.07510632881717236,-0.0854099527931599
breast-cancer-03-0299,Immunotherapy programs in microenvironment phenotypes: study 299,"This study examines microenvironment phenotypes through microenvironment state, PD-L1 selection, and stromal exclusion. It also discusses links to antibody development and HER2 biology, alongside early-phase trial and real-world evidence.",2020,TNBC immunotherapy,core,"Immunotherapy programs in microenvironment phenotypes: study 299 [SEP] This study examines microenvironment phenotypes through microenvironment state, PD-L1 selection, and stromal exclusion. It also discusses links to antibody development and HER2 biology, alongside early-phase trial and real-world evidence.",10,11,0.9758288952507338,Cluster 11,TNBC immunotherapy,-0.036986151239585874,-0.0588777369827974,-0.036986151239585874,-0.0588777369827974,0.01793459598895081,0.055442930659624044
breast-cancer-01-0195,HER2-focused development in brain metastases: study 195,"This study examines brain metastases through HER2 biology, combination treatment, and antibody development. It also discusses links to liquid biopsy and longitudinal surveillance, alongside real-world evidence and molecular profiling.",2022,HER2 biology,core,"HER2-focused development in brain metastases: study 195 [SEP] This study examines brain metastases through HER2 biology, combination treatment, and antibody development. It also discusses links to liquid biopsy and longitudinal surveillance, alongside real-world evidence and molecular profiling.",13,14,0.9852094758304966,Cluster 14,HER2 biology,0.044661862828965046,0.2733164840616332,0.044661862828965046,0.2733164840616332,0.08309807519763779,-0.14489447197824198
breast-cancer-01-0064,HER2-focused development in HER2 antibody combinations: study 64,"This study examines HER2 antibody combinations through combination treatment, amplification signal, and brain metastasis. It also discusses links to targeted escape and CDK4/6 adaptation, alongside translational biomarker and mechanism of resistance.",2023,HER2 biology,core,"HER2-focused development in HER2 antibody combinations: study 64 [SEP] This study examines HER2 antibody combinations through combination treatment, amplification signal, and brain metastasis. It also discusses links to targeted escape and CDK4/6 adaptation, alongside translational biomarker and mechanism of resistance.",8,9,0.9984168090021686,Cluster 9,HER2 biology,-0.11316562784933983,0.4059491904155148,-0.11316562784933983,0.4059491904155148,0.09985234190099139,-0.09683587112075734
